'SPINK1','TGFBR2','FGFR2','MLH1','BCL2','VHL','EGFR','KDR','HAVCR2','CTLA4','CDKN2A','KRAS','TGFB1','ITGA2','CMPK1','APC','ACTR2','ERBB2','PDCD1','PFN1','GPC3','TACSTD2','CDH17','MYC','CCND1','TP53','COPS5','CEACAM5'
11.24,11.182,7.6811,9.1874,6.189,9.9899,8.323,7.7607,7.4387,6.2302,7.2709,10.421,8.8059,10.281,13.105,8.833,12.947,11.835,4.5374,13.959,3.8833,7.3665,14.068,13.075,12.587,9.1395,10.54,16.927
8.3412,9.8546,8.8561,6.3434,7.8077,9.9306,8.1885,8.138,7.6988,5.8739,4.558,10.08,9.9509,11.168,11.928,8.7383,12.17,12.253,5.9343,14.474,9.3639,6.4712,12.58,12.472,12.009,12.233,9.9744,13.834
8.8526,9.9843,6.1072,8.1471,6.7264,10.207,8.0783,7.6949,9.2443,7.1821,8.1471,11.067,11.193,10.954,12.449,8.7038,12.732,11.104,7.0841,14.496,4.1446,9.8713,11.664,13.317,12.296,11.475,10.028,14.566
11.329,10.014,7.859,9.0576,3.1989,8.0823,7.1019,7.021,6.372,3.9373,10.204,8.2468,9.3967,7.669,10.823,5.8649,10.073,11.856,3.1989,15.287,3.1989,9.8858,13.304,13.835,11.693,10.968,11.264,15.607
12.733,12.169,6.8554,8.7714,6.047,9.4574,9.7651,7.25,6.6328,4.3048,8.1531,9.8971,10.766,10.531,11.404,7.8283,12.131,13.333,4.1339,14.375,6.2698,11.072,13.819,13.614,13.856,10.447,11.13,15.658
12.024,11.51,6.9213,9.0429,6.7233,9.8294,8.7654,7.373,7.7236,5.8579,6.3545,9.4586,10.381,10.478,12.256,8.3866,12.02,12.804,5.9332,14.071,4.5728,4.1359,13.994,11.741,11.046,11.432,9.9202,17.374
11.88,11.528,7.7347,9.4501,7.6278,9.665,9.2015,8.0925,7.5191,5.6435,5.2218,10.343,10.523,10.847,12.711,8.7737,12.69,12.132,5.3468,14.358,6.9181,6.701,13.425,12.977,11.946,11.885,10.049,17.075
10.734,10.728,7.7678,8.4307,5.0533,9.2792,9.4355,6.6822,5.494,4.0227,5.5473,10.609,9.2231,10.579,11.517,8.8088,12.195,12.171,3.4815,14.402,4.6281,6.3032,14.257,12.899,12.531,11.063,10.505,16.486
11.161,11.665,9.1123,9.2183,6.7941,9.6603,8.4464,9.3025,9.1354,6.906,7.0241,10.614,10.99,10.114,11.977,8.1989,12.822,11.273,5.3449,14.217,6.2321,12.097,13.718,12.456,11.614,9.3986,10.572,15.14
10.889,11.038,7.5589,8.7758,6.4637,9.8747,9.1704,8.4052,6.7458,6.7592,11.523,9.5022,11.102,8.3217,11.102,8.3397,12.266,17.808,5.6767,13.757,7.4137,11.092,13.484,12.548,13.316,11.593,10.418,14.892
4.9266,11.567,7.3398,9.0039,7.484,9.6009,9.7942,7.7457,7.6488,4.8512,7.1326,9.3774,10.311,8.8671,10.891,8.011,11.876,12.332,4.5028,15.095,6.5287,5.9395,12.674,13.284,12.288,8.1114,9.273,15.368
11.413,11.2,7.0794,8.9092,7.3917,9.9406,8.2595,8.2224,6.0268,5.3465,8.852,10.238,8.6614,10.74,12,8.954,12.385,12.469,4.2102,13.499,10.116,8.1823,13.835,13.012,12.575,10.99,10.474,16.751
12.889,11.114,8.7017,9.0154,5.5423,9.5874,9.0096,8.3712,5.6601,4.4474,6.447,9.6421,9.7205,10.872,12.168,9.0723,12.206,12.899,4.4474,14.123,5.5727,7.4713,13.701,12.532,11.836,11.926,10.25,16.51
10.29,10.397,7.5606,8.4011,4.2522,9.1948,9.8998,7.0727,3.949,3.7046,5.5833,9.8893,7.5043,11.072,11.881,9.1219,12.621,12.624,2.5398,14.481,7.6147,4.0573,13.53,12.479,11.573,11.279,10.269,16.757
11.943,10.908,4.2952,9.1889,7.6688,10.013,10.322,8.4819,5.3921,4.1001,4.6918,9.4849,8.5263,10.635,12.31,8.5552,12.219,12.64,3.2773,13.29,4.201,3.6065,13.18,13.169,11.905,10.794,10.808,16.873
11.36,11.112,7.785,9.3926,6.7504,9.8274,8.5531,8.0254,8.6151,5.5614,6.9189,10.073,10.539,10.875,12.25,8.5787,12.839,12.001,5.0444,13.288,5.8102,8.1207,13.592,13.068,11.508,10.748,10.305,16.737
12.576,11.693,7.2861,9.7485,8.5313,9.4415,8.7639,8.5623,9.2244,6.5221,5.5652,10.361,10.613,11.486,12.018,8.1564,13.074,11.52,5.859,13.875,9.0141,6.1936,13.309,12.402,12.128,8.5589,10.104,16.737
12.076,11.711,7.032,8.9636,5.694,9.6508,8.7664,7.4669,5.2773,4.8746,8.6901,9.027,9.4752,10.394,10.613,8.1515,12.141,12.93,6.1185,14.545,6.5944,11.345,12.654,12.028,13.333,12.329,9.6966,14.227
10.799,10.817,6.2479,9.0526,7.0056,9.4325,8.4136,8.3376,8.6079,6.1327,7.5962,9.9171,10.296,10.799,12.322,8.7403,12.984,11.878,6.0804,14.021,4.5546,8.6594,13.626,12.786,12.601,8.8872,10.851,16.352
12.031,10.619,8.2805,9.1051,6.9519,9.2181,8.177,8.3162,6.7315,3.6663,7.5101,9.3532,10.688,10.041,11.461,6.9745,11.867,11.907,4.3571,14.47,4.9184,7.876,12.952,12.73,11.985,9.531,10.219,16.561
7.5861,11.514,7.093,9.567,7.3792,9.3124,8.768,7.7385,8.2654,3.7906,9.3881,10.456,10.177,10.452,12.822,8.6351,12.82,11.19,4.8841,14.155,5.5438,7.9363,14.016,12.323,11.677,9.1039,10.387,15.421
9.2458,11.732,2.5198,9.5468,7.3186,9.9261,8.5734,8.2312,8.8165,6.7956,7.6767,9.5829,10.656,10.281,12.083,8.7585,12.547,11.947,6.4692,13.5,8.7022,11.816,13.835,12.158,12.161,8.6003,11.141,13.043
12.076,11.459,9.8602,9.2242,5.9737,9.6718,9.3578,7.5195,6.5451,3.9548,7.5314,10.684,9.3375,10.464,13.26,8.6477,12.71,12.578,4.1536,14.311,5.5721,8.9864,13.026,11.838,12.632,11.496,9.9228,17.678
5.2419,10.451,4.0695,9.9021,7.9563,9.6978,10.164,7.5574,2.6469,0,3.065,8.7603,12.862,10.365,10.946,9.1745,11.976,9.0425,1.0375,14.642,7.2028,8.3074,3.3887,11.074,13.707,9.6359,10.3,6.8415
9.5746,11.68,6.7432,9.4242,7.6448,9.7388,8.8572,8.6993,8.0659,4.6479,7.5966,10.449,10.163,9.4265,12.415,9.0152,12.706,11.505,4.0283,14.074,4.6479,8.4825,13.244,11.51,11.986,11.3,10.41,15.927
11.464,10.751,8.4332,7.3983,7.3261,9.3515,9.374,9.0493,9.0853,6.1489,5.5319,9.7327,11.432,11.539,12.714,9.1856,12.299,12.03,7.5485,14.647,8.5916,10.577,9.2058,11.528,12.68,11.97,10.062,14.851
12.945,10.638,8.5714,9.1709,7.3822,9.3785,8.1734,8.148,6.0786,5.5306,5.4079,10.334,9.4986,11.184,11.831,8.6411,12.084,11.868,4.6363,14.672,7.2093,9.4134,13.873,13.096,12.18,11.225,10.392,17.028
10.386,11.606,7.0046,9.3889,5.1518,9.6879,8.2498,7.9367,6.6013,2.9027,3.5604,9.7759,9.0991,11.459,12.761,9.0323,12.757,12.028,2.4111,13.701,5.014,7.8449,13.771,12.003,12.258,8.8004,10.481,17.253
9.3264,10.568,8.8078,10.015,7.7686,9.9565,7.7059,8.1728,7.408,4.9824,5.9808,11.039,9.297,10.357,13.383,7.7809,12.988,11.481,3.6007,14.386,8.4542,6.4778,13.444,12.182,12.194,11.804,10.647,14.91
9.8377,11.247,5.7993,9.1557,8.4212,9.8269,9.0046,9.002,7.7797,5.0543,6.0956,10.255,10.174,10.511,11.947,8.7892,12.918,11.51,5.0543,14.333,3.875,6.8241,14,12.924,12.138,12.486,10.33,17.063
9.3892,9.8959,7.4349,6.8281,6.9914,8.9722,9.2436,7.95,8.0342,5.8251,10.367,10.78,9.9937,10.738,12.06,8.7204,12.435,11.715,5.2528,14.817,5.105,4.462,12.126,12.241,13.271,11.647,10.137,15.441
9.4968,11.666,5.7592,9.3634,8.2552,10.057,8.7761,8.2226,8.3821,5.4689,6.5725,10.905,9.3568,11.025,13.161,9.7557,13.222,12.061,4.3747,13.204,6.1158,11.184,14.059,11.998,12.034,8.6534,10.609,17.102
11.439,11.511,8.8137,8.1635,7.5288,9.3533,8.4687,8.1635,6.9478,4.4201,8.1635,9.2115,10.259,10.844,12.486,9.2603,12.526,11.691,4.4201,14.491,6.3686,9.7451,12.516,12.511,11.966,12.126,10.107,16.803
9.2272,11.206,6.8532,9.4582,5.7149,9.4625,7.8001,8.687,7.9609,4.1558,6.1158,9.9868,10.903,8.8272,13,7.6344,12.575,11.95,2.6456,13.965,6.1158,8.222,12.792,12.457,10.381,7.8923,10.437,16.02
13.159,11.409,8.1729,9.284,7.4374,9.4918,9.6548,7.8821,6.7479,4.9372,7.0642,9.5071,10.093,10.634,12.207,8.9765,12.253,11.985,5.175,14.038,5.6235,5.5237,13.475,12.592,12.539,11.139,10.015,16.17
11.342,11.586,7.5822,9.5378,8.0734,10.326,8.5984,7.8519,7.4826,5.5482,4.4789,10.024,9.8067,10.086,12.255,7.9669,12.587,11.99,5.0422,13.805,5.0422,6.6445,13.803,12.805,11.463,9.3806,10.39,16.604
11.815,10.769,8.1018,8.5211,6.2561,9.0647,8.2106,8.5211,7.2051,6.2962,7.9466,10.266,10.733,11.024,11.949,9.4718,12.079,12.194,5.4628,14.456,8.8045,8.5463,13.127,12.344,12.174,10.667,10.512,15.355
12.912,11.502,6.6726,9.49,8.1628,10.079,8.7764,8.2393,7.6524,6.7236,6.9332,10.349,10.496,10.926,12.061,8.3368,12.777,12.191,6.493,14.193,9.3948,9.2325,13.596,12.623,12.09,11.774,9.8255,15.898
12.542,11.085,6.108,9.0339,6.3159,9.6791,9.5383,7.4524,4.7532,2.4809,3.8057,9.2664,7.6736,10.222,12.177,8.2123,12.004,12.026,3.1106,13.433,3.8824,5.7672,13.995,13.816,12.026,11.242,11.342,16.063
11.874,10.88,6.1693,8.2942,8.1043,9.4466,9.3992,7.8658,6.2931,4.3473,7.6511,9.9994,9.4665,11.182,11.837,7.3424,12.253,12.14,3.4165,13.45,5.0556,7.3135,14.079,13.539,12.217,10.696,9.6744,16.819
9.8345,10.514,6.8491,7.6931,6.5513,9.6859,8.0479,8.3872,9.4092,6.424,5.8755,10.369,11.13,10.192,11.982,8.6657,12.565,11.69,7.6852,14.559,6.2201,11.636,12.79,11.544,12.181,10.779,10.395,15.605
11.59,10.345,6.8126,7.745,6.9735,9.3285,8.8818,5.9232,4.5574,2.9319,6.6506,8.7857,8.0203,9.6665,10.468,6.0441,9.99,13.001,2.6565,14.439,3.3623,7.3933,12.753,13.903,12.146,11.604,10.659,15.899
11.575,10.874,6.8088,9.1489,6.8921,9.3782,8.7685,6.454,6.7799,3.5983,6.8649,10.541,8.71,10.707,12.715,7.9523,12.717,12.064,4.5374,13.639,1.688,7.6826,13.473,13.251,11.585,7.569,11.336,16.268
11.423,10.153,6.1843,8.1897,4.5571,8.8961,6.1006,7.2147,6.4097,4.7886,10.081,7.1744,11.225,8.1487,10.053,3.9396,9.9434,12.409,5.1633,15.223,6.0118,7.3657,11.941,12.492,11.331,11.335,10.236,15.308
7.23,10.081,9.2157,6.321,7.2851,9.821,8.3206,7.6636,8.294,6.2672,6.3728,9.8804,11.833,10.731,11.54,9.3446,12.285,11.817,5.4873,14.224,8.138,3.6663,12.401,11.194,11.771,11.594,9.6635,14.136
9.7462,10.321,8.3617,7.8681,7.9646,9.3841,8.0195,8.0981,9.7353,5.8466,6.9135,11.071,10.718,10.573,12.661,8.5845,12.869,11.37,6.9327,14.687,8.2513,8.2047,11.884,11.818,12.152,11.563,10.549,13.947
13.152,11.344,7.21,9.6574,6.6517,9.2887,8.041,8.3422,7.6768,5.0301,6.3654,9.9508,10.464,10.922,12.285,8.6491,12.485,11.626,3.9732,14.305,6.8905,9.1288,14.127,11.821,10.833,11.454,10.872,16.6
11.158,11.335,6.195,10.436,6.5037,9.1214,7.8346,7.671,9.7501,6.3473,7.3693,10.593,9.6194,8.5422,12.97,6.9194,12.643,11.671,3.1951,13.806,6.8914,9.292,13.412,12.673,11.075,10.703,12.864,15.88
13.732,11.185,8.2004,8.5546,6.4481,8.5603,8.3763,7.7199,6.5432,6.3462,7.123,7.73,10.396,8.6959,9.2658,6.0221,9.9521,12.864,4.8715,15.556,8.2992,10.678,12.951,12.72,12.353,12.037,10.057,15.841
10.976,11.131,8.2219,9.0562,7.1532,10.083,8.4574,8.8052,7.7384,5.6094,7.8288,9.5222,10.523,9.3891,12.144,8.4094,12.32,12.874,5.6709,13.945,10.692,12.565,13.17,11.245,11.702,11.142,10.417,15.851
12.518,11.134,8.0466,8.3559,5.4312,8.563,7.9516,7.0635,7.1083,4.5958,10.915,8.4283,11.207,8.8533,9.4568,6.8162,10.201,13.404,3.9774,15.898,7.988,11.401,12.64,11.907,12.027,11.724,9.4174,16.304
8.9433,10.511,8.0063,8.8912,6.8611,9.8967,8.2409,8.4994,8.3935,5.5719,6.1228,10.422,10.741,11.151,12.023,9.058,12.472,12.168,4.9119,14.584,6.7089,11.889,13.015,11.581,12.151,11.203,9.8392,15.341
9.065,9.0437,7.2769,9.4591,6.6218,8.4319,7.9895,7.0216,4.9483,3.3832,8.5516,9.244,9.718,9,11.068,6.575,10.635,12.31,3.3832,15.734,5.8082,10.38,11.366,11.696,11.494,12.092,10.583,15.403
11.696,11.891,5.9875,9.3146,6.007,9.7807,8.7888,8.7109,7.7955,6.1193,6.6913,9.6435,9.9471,10.183,12.081,7.6029,12.287,11.886,5.729,13.912,3.6176,9.4761,13.527,13.871,12.984,8.5567,11.58,15.937
12.919,10.329,8.71,8.8056,6.6264,8.866,8.4357,7.5139,5.6409,5.5781,5.7589,9.102,9.6953,10.141,11.259,7.7672,10.485,15.094,5.0854,14.851,4.8924,7.2574,12.885,13.013,11.843,12.152,10.035,16.325
9.6127,12.552,7.4189,7.2637,7.6942,9.6966,8.4684,7.391,7.9318,6.1893,6.9568,11.439,10.186,12.275,12.323,9.2771,13.213,11.459,8.8252,14.496,8.9951,3.7,12.213,10.149,13.908,11.179,10.027,14.688
11.695,11.258,6.6846,8.9124,5.6521,10.141,8.992,7.8172,5.0815,4.8815,6.6998,9.9751,7.7156,10.702,12.662,9.2422,12.397,12.465,3.7058,13.422,5.5206,8.0073,13.612,12.841,12.586,11.492,10.137,17.236
10.64,10.288,7.073,8.6003,6.5417,9.5898,9.0399,8.0172,6.0338,4.2805,6.6114,9.9606,9.9672,10.439,12.594,8.1163,12.741,12.105,2.4876,13.07,5.0556,6.9707,13.785,11.382,13.298,10.993,9.5984,15.668
11.63,11.005,6.9294,9.4091,6.8319,9.7668,8.406,8.5934,6.2364,4.4761,6.9294,9.6992,9.267,10.513,12.273,7.9777,12.01,11.973,3.1652,13.37,8.297,7.947,13.115,13.172,12.637,10.958,10.448,17.232
14.805,11.194,7.643,9.7757,7.7098,9.4178,7.8055,7.386,7.0954,3.8758,8.0563,9.7774,8.4132,10.279,13.175,5.9052,12.594,11.475,4.2395,13.744,6.8411,5.9303,14.402,12.971,11.375,8.368,11.989,16.07
11.821,10.545,4.4922,9.7096,4.8318,9.6742,7.7632,7.8921,6.6969,4.3303,7.7552,10.4,8.6267,10.557,12.473,8.0565,12.216,11.331,3.227,14.063,8.0949,6.2975,13.46,11.908,10.767,11.377,11.456,16.457
10.269,10.914,5.8193,8.9009,5.736,9.1903,9.0461,7.5667,8.0534,5.3993,11.57,9.8507,10.327,10.376,12.135,7.6826,12.758,12.097,5.5038,14.14,4.0745,10.147,12.66,13.423,12.515,8.0361,10.534,16.888
12.314,10.249,9.3245,7.2016,7.1931,9.5105,8.4023,8.4638,9.0789,7.5401,10.294,10.486,11.531,9.7883,12.168,8.7857,12.345,11.528,6.3782,14.434,6.0034,13.6,12.277,12.069,11.646,11.839,10.663,16.421
11.821,10.368,6.3243,6.9798,8.1522,9.1824,7.6819,8.5403,8.2788,6.5553,4.5612,9.9834,11.395,9.783,12.299,8.7646,12.634,11.941,5.846,14.777,6.1933,11.222,12.557,11.684,12.152,11.294,10.119,16.062
11.694,11.455,8.9103,9.0924,7.9252,9.7967,9.1663,7.8721,7.17,4.152,4.9336,10.539,8.9896,10.976,12.511,8.7429,12.532,11.637,4.8561,14.101,6.0898,6.0555,13.927,12.944,12.11,11.158,10.102,16.963
12.075,10.86,8.1739,9.1656,7.2201,10.161,8.2731,7.9156,6.185,4.6243,5.6397,10.376,9.1941,10.459,12.298,8.7066,12.669,11.972,4.0239,13.352,7.9561,6.3152,13.434,12.815,11.411,11.484,10.391,16.908
8.2443,10.429,5.2327,6.043,8.1575,9.9153,9.3529,7.9389,9.0302,6.7918,7.3979,9.924,10.085,9.917,11.069,8.8315,12.069,11.522,6.5221,14.555,5.9633,10.305,13.184,12.183,12.295,11.768,10.051,12.58
9.113,11.492,10.087,6.5581,7.5925,9.9414,8.6253,8.1943,8.0015,5.5733,7.1605,10.107,10.419,10.993,12.605,9.2455,12.698,12.148,4.3908,13.911,7.115,7.7271,13.706,11.674,12.011,11.489,10.025,14.209
5.3366,9.9661,7.3946,6.9186,6.151,8.6035,9.0003,7.1849,5.6701,4.1407,10.133,9.4473,8.1756,9.7157,12.395,7.6361,12.277,13.219,4.9437,14.745,4.6736,11.674,12.389,12.406,12.93,11.207,10.356,13.496
12.051,11.662,8.3258,8.8587,6.6477,9.8966,9.0609,7.9286,5.9887,4.7407,7.4714,9.7565,9.8799,10.617,11.67,8.0735,12.163,12.508,5.0912,14.045,5.373,5.8111,13.535,13.307,12.652,11.318,9.8855,17.055
11.926,12.314,5.5824,10.024,5.8083,10.314,7.6724,8.8002,7.0125,4.9007,4.3819,9.9431,9.0997,10.766,12.101,8.8405,13.065,11.421,4.1813,13.651,9.2505,6.8751,14.222,13.067,12.333,11.423,11.125,14.701
11.292,11.214,8.8304,9.55,8.5644,9.7682,9.0796,8.2201,7.5028,4.8598,5.904,9.4912,10.095,8.9415,11.979,6.9584,12.205,12.107,3.9087,13.909,4.7638,8.2381,12.959,13.123,10.942,11.853,10.969,16.226
8.0157,11.27,5.6853,9.2466,7.9422,9.5015,9.7569,8.5519,8.1799,5.8777,5.855,10.232,9.3577,10.424,12.753,7.8985,13.098,11.55,5.6594,13.774,5.5786,6.7223,12.451,13.804,11.785,8.2854,10.776,15.97
7.5569,10.93,6.6888,8.9864,7.6927,9.5241,8.8332,8.461,8.2051,3.9003,6.2047,11.093,9.8292,10.661,11.873,8.4986,12.98,11.425,3.1276,13.736,4.8512,9.7562,13.354,12.535,12.135,8.6056,10.89,15.147
9.9471,11.889,7.1485,9.4513,5.1894,9.7843,8.7228,7.6968,7.4966,4.9594,7.8526,9.5966,10.317,10.981,12.164,8.7413,12.304,15.161,4.4924,14.376,5.46,10.472,12.442,11.806,12.328,11.807,9.9487,15.687
11.98,11.848,8.8168,9.0536,7.6965,10.205,8.5276,7.6892,7.104,5.0339,4.0772,10.55,8.9022,11.269,12.897,8.6967,12.755,11.723,4.165,13.604,6.348,8.2569,13.826,13.094,11.851,11.733,10.359,16.614
11.906,11.412,7.5304,9.2644,6.8042,9.978,8.825,8.5556,7.4078,5.0556,5.4241,9.634,9.4883,10.821,13.497,8.8493,12.769,12.351,5.0556,13.413,5.7173,8.6819,12.595,13.717,11.929,11.062,10.947,16.612
8.8534,11.974,8.0157,9.4588,7.2453,9.4265,8.7017,8.9323,8.4778,5.0542,8.1055,9.9507,11.139,9.3273,11.762,8.5556,12.385,17.315,4.6386,13.937,6.5789,12.716,13.305,11.918,12.957,9.2431,10.67,15.141
7.8399,11.667,7.2232,9.7954,5.0196,10.548,9.0083,7.7788,6.6813,2.4294,4.4727,10.186,8.9392,11.142,12.686,8.8414,13.181,12.357,2.219,12.759,6.308,5.7453,14.447,12.299,11.732,10.816,10.714,16.778
12.429,10.999,8.1545,9.4401,8.0086,9.2875,8.8076,8.2041,7.1084,5.0608,7.915,9.865,10.374,10.001,12.028,8.321,11.838,11.84,5.1137,14.453,8.9847,8.5347,12.939,12.573,11.523,11.519,10.434,16.718
11.005,10.145,5.6297,8.8092,5.269,8.7156,7.8501,6.5919,3.757,4.187,5.6297,7.9189,10.286,8.2801,9.7166,5.5355,10.04,12.058,3.5795,15.591,6.4951,8.0861,13.148,11.468,11.331,12.578,9.5246,16.418
10.18,12.473,6.9009,9.1047,5.9129,9.9008,9.6815,7.8519,6.4034,4.8521,6.9287,10.38,9.6041,11.731,11.765,7.5727,12.616,12.458,4.7311,14.128,5.21,6.8437,14.593,12.52,12.339,12.044,10.038,17.21
4.5422,10.198,10.528,6.6753,8.8822,9.8024,10,7.0928,9.3842,6.2889,4.0389,10.217,12.101,11.311,10.596,8.921,12.086,12.33,7.6682,14.772,5.6405,7.5143,12.246,12.242,13.22,12.561,9.6304,10.2
10.239,11.347,6.9569,9.4963,5.7229,9.8861,8.3106,6.67,6.6298,5.1703,5.8683,10.409,9.2331,10.814,12.778,8.5341,12.933,10.818,2.3788,14.121,4.787,4.9264,13.612,12.552,11.696,9.3367,10.852,16.22
11.795,9.6052,5.8998,6.2169,0,8.6339,6.2169,3.9705,4.9237,3.9705,8.4645,8.1285,10.234,6.2169,8.5796,0,10.446,11.771,7.2071,15.633,3.9705,8.0508,10.985,11.657,11.215,11.207,8.2724,15.047
10.475,12.131,7.37,9.3204,6.5744,10.137,8.9348,7.5358,5.8834,4.9076,6.7138,10.298,9.1931,11.13,11.762,8.6466,12.895,12.101,3.6186,13.392,6.0329,8.2896,13.955,13.626,13.028,8.4243,11.224,16.912
10.937,12.472,7.605,9.3961,6.7801,10.06,8.8434,8.2493,6.8159,4.242,6.7059,9.8474,9.6913,10.546,12.685,8.8018,12.704,11.718,4.9045,13.554,4.6901,10.011,14.243,12.91,11.892,9.1452,10.939,15.784
12.638,11.144,7.3702,8.9736,6.8992,9.2417,8.6289,8.402,7.2562,5.235,7.2463,9.6778,10.388,10.476,11.623,7.1853,12.473,11.759,6.5897,14.425,6.1103,5.766,13.515,12.508,12.619,11.897,9.9294,17.264
10.348,10.86,7.0447,9.0186,7.1609,10.176,8.9578,8.8672,5.719,2.7085,5.3785,10.442,9.0031,11.276,12.592,8.5673,12.705,10.933,2.2299,14.032,4.975,8.809,13.205,12.393,11.283,11.463,10.359,16.135
11.247,11.976,8.6477,9.5086,7.9411,9.3372,8.7335,7.3241,7.1652,4.5612,5.7036,10.942,8.6119,11.31,13.175,8.564,13.324,11.749,4.3687,13.773,11.191,8.3932,14.046,11.558,11.688,11.117,10.769,15.972
11.173,11.156,5.8567,8.6831,5.4686,9.2985,8.7909,7.175,6.4522,5.1362,8.3317,8.2585,10.388,9.073,9.5026,5.9659,10.081,12.77,5.7988,15.423,6.2074,8.9321,12.775,13.098,11.778,11.915,10.009,16.235
11.341,10.216,5.137,8.027,6.0804,8.9955,8.647,7.3217,5.7547,3.4927,7.4113,8.9006,8.976,9.0662,10.603,3.6966,11.48,11.656,5.137,14.928,6.1858,8.8641,13.264,13.512,11.517,12.21,10.862,16.294
7.4311,9.7067,7.776,6.5739,8.1594,9.6508,8.4443,7.5087,8.6677,7.013,9.5463,9.7676,10.513,9.7049,11.959,8.3018,12.125,12.457,7.5823,14.496,7.5254,6.6519,12.131,12.951,11.734,12.048,9.4556,12.975
10.828,11.662,7.4565,9.0876,7.301,9.858,9.4601,8.2462,7.2107,5.4218,8.3609,11.72,9.5434,12.245,12.241,9.4254,12.678,11.907,5.3809,13.637,6.5221,6.8854,13.461,12.1,11.331,10.625,10.202,15.884
11.614,10.707,6.4252,8.4948,6.3682,9.3043,8.5249,7.4584,5.7627,4.3913,6.8149,8.3769,9.2928,9.3602,9.6773,4.7891,10.136,12.565,5.1689,15.392,6.5068,8.0083,12.254,13.329,11.698,9.4591,9.8329,15.555
12.023,11.809,8.2072,9.8377,7.8011,10.287,8.4592,7.5623,8.0601,5.7973,9.4218,9.6431,10.024,10.563,12.397,7.9754,12.321,12.392,5.9303,13.709,6.1823,8.2332,13.979,12.224,11.649,10.821,10.656,16.724
12.458,10.668,9.9975,9.26,6.8023,9.9932,7.9971,6.7423,6.8599,3.7138,6.2335,9.9541,8.5919,10.044,12.878,6.5457,11.931,12.573,3.7138,13.734,5.6724,13.306,13.218,11.649,9.4061,10.498,10.364,16.047
12.842,11.604,7.8889,9.6901,7.0495,10.428,8.3255,9.197,7.5653,5.956,5.5724,9.3672,9.5377,10.076,12.084,9.3785,12.697,11.779,5.4411,13.606,8.9294,5.7494,13.219,12.398,11.859,11.096,10.366,16.176
10.891,11.199,7.3181,8.9973,6.8846,9.8866,9.4185,7.2747,5.3238,4.4791,5.236,10.537,8.5277,11.369,12.415,8.6389,12.472,12.054,4.1349,14.242,6.7641,8.0558,13.809,11.833,12.05,11.944,9.7485,16.832
8.1419,10.82,8.208,8.4863,4.7808,8.6198,7.4362,7.7892,7.933,5.2259,9.8938,8.818,11.875,9.2336,9.7007,5.7094,9.9979,12.162,5.663,15.961,5.7544,10.275,11.743,11.939,10.958,9.8634,9.972,15.443
12.439,10.694,6.0062,8.997,6.6475,9.8634,7.2616,7.2631,6.4569,4.1993,6.5362,9.004,9.2821,9.5347,11.74,7.1791,11.219,11.646,3.9899,13.851,8.0978,7.9963,12.384,13.853,10.394,11.523,10.684,15.302
11.043,11.17,6.738,9.0579,6.3178,9.4338,8.9549,7.7386,6.4304,4.191,7.3282,9.7838,10.381,10.994,11.889,9.3287,12.13,11.988,2.0831,13.933,4.5644,9.7625,13.57,12.23,12.365,8.0222,10.202,16.523
9.823,10.974,8.2063,9.1845,6.7191,9.0964,7.9884,10.079,9.9141,6.37,8.249,10.302,11.457,9.8963,12.691,8.4654,12.35,10.274,4.7856,14.513,3.4389,12.875,12.751,11.576,11.465,10.551,10.803,15.796
12.08,10.973,7.2531,9.7915,6.9254,9.7498,7.9988,7.2854,8.0502,6.8121,6.3666,9.4445,9.6848,10.027,12.375,7.8918,12.105,11.958,6.1505,14.827,5.238,8.947,12.661,11.956,12.043,11.733,10.772,15.183
11.302,10.465,5.0968,8.8703,6.4174,9.8271,8.5462,7.0127,6.1925,5.4183,6.7833,9.0897,8.4327,9.5191,10.75,6.5105,12.269,13.055,5.4183,14.104,10.044,4.9714,11.352,13.682,12.745,12.2,10.063,13.85
10.519,10.841,6.4527,9.3391,6.1463,10.042,8.4345,7.6288,7.5123,4.5451,8.0189,9.5063,9.2884,9.6487,12.748,6.498,11.839,11.868,5.7191,13.929,5.4229,9.4924,13.02,13.458,12.088,11.388,10.42,15.776
9.5507,12.515,6.115,9.2292,6.7102,10.147,10.224,7.7089,7.7426,6.0267,6.7327,10.036,9.8447,10.442,12.026,8.4306,12.483,12.494,6.0267,13.424,4.0564,9.7264,9.5586,14.275,13.563,8.6534,10.932,15.201
11.84,10.724,6.2811,8.2952,6.5535,9.383,8.4532,7.5301,7.1333,6.6437,7.9628,7.7491,11.551,8.2952,9.9078,5.2995,9.8202,13.594,7.2141,15.671,6.7558,8.7321,12.355,13.612,11.831,12.403,9.2695,16.485
10.086,11.185,3.0095,7.5447,4.4697,9.2881,8.5476,7.5538,5.3143,4.3079,8.4419,7.5079,10.532,9.2384,9.6738,6.1839,9.6985,13.371,5.0837,15.047,5.7203,8.1026,12.104,13.441,13.484,11.956,9.6273,16.259
12.15,11.603,5.2993,8.927,6.8866,9.383,8.9623,9.5099,6.3406,6.1082,7.1431,9.6661,10.405,10.692,11.525,7.6714,11.854,12.814,5.3775,13.611,5.3389,10.502,13.187,13.959,12.137,11.198,10.111,16.322
